,0,1,2,3,4,5,6,7,8,9
0,0.0,0.001112020894416874,0.0018047962871933884,0.002090050595413319,0.001776459881248373,0.0024068625737381673,0.0037115445069134225,0.0006747521584428287,0.0012651844147145326,0.0015204035576813746
1,0.0007925270806437587,0.0,0.0008193419066805777,0.0,0.0034689957210396476,0.0008382497968347452,0.0020754478056173743,0.001391908849217694,0.00117232014591479,0.0020786588736431554
2,0.004447288531023688,0.0027220414508120215,0.0,0.005458518377609145,0.006749015051490657,0.0033960257699538446,0.003188152599768419,0.006713267855759009,0.0038482835592562113,0.0015233713239310605
3,0.0034152006912428878,0.0026546530446901217,0.006322032774667143,0.0,0.001353695324080955,0.011819058139735305,0.0,0.004068758964470513,0.007613012128113239,0.0032509619486946477
4,0.0036981966458023634,0.008194959884660765,0.004885831826231175,0.0012896150720534537,0.0,0.0026784324776211246,0.005664129627538712,0.003300784821255391,0.0033103513898838366,0.0057377149128806865
5,0.0067749414161134445,0.0015457088452271897,0.004944012923808761,0.009307997765490888,0.007648013685564947,0.0,0.007446322363800157,0.002768887399043162,0.0077946978862845585,0.005477733027809785
6,0.004568024945721549,0.004489536404829763,0.005784697771982905,0.0012383235635058732,0.00576543638584235,0.0035649087813147892,0.0,0.0,0.002848284643578445,0.0012972913522442484
7,0.0013370855655032744,0.0031840127894667294,0.004078507439218381,0.0036278625853379508,0.004242233900387105,0.0034695815740908064,0.0,0.0,0.003080919754154877,0.008937399235534887
8,0.006223019868706835,0.005849918061217242,0.007101017753221625,0.012427633389691444,0.004973527017750413,0.01215345228523291,0.002844948966557851,0.002950072581013705,0.0,0.005104389668168334
9,0.0030076821852736456,0.0025938175206828475,0.0044719327649241905,0.004038696371698244,0.009759657777284868,0.002325647241307649,0.0,0.010514565164373404,0.0034289961135192944,0.0
