,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0004670164223009751,0.002071565835349839,0.0012571848566747096,0.0009524530954628524,0.002359516534911908,0.003625598256624416,0.00015479876160990713,0.0006321323007680835,0.001115007320291873
1,0.0001818181818181818,0.0,0.00018796992481203006,0.0,0.0029475333271350907,0.0001923076923076923,0.0009716018546601969,0.0005834730966576808,0.0003907203907203907,0.000974489215653903
2,0.004351556326732074,0.0022166909589400505,0.0,0.006453784443828281,0.008211916659504607,0.0015907113100738952,0.0021586322323631363,0.0069989444311944595,0.0028725021284585353,0.0005072687111522063
3,0.002374677148793099,0.0015300761504750235,0.009243567545507023,0.0,0.0003105590062111801,0.022958156159019097,0.0,0.004421562772142869,0.008718034028440052,0.00173918610091819
4,0.001226696495152871,0.008411358776666907,0.005899235283300794,0.0002958579881656805,0.0,0.0017509296393687333,0.006220556262802399,0.0020252433169750334,0.0020412697096181633,0.010061998327892596
5,0.007431841142017992,0.00035460992907801415,0.0029099668756361824,0.012291470841888157,0.007426252137151248,0.0,0.008384594324466099,0.0011596595494900578,0.006500589928462662,0.004934363106802646
6,0.007586358191491874,0.003356170359700368,0.004355004158023817,0.0002840909090909091,0.005128249728560633,0.0033255524935926575,0.0,0.0,0.002087132418217836,0.0002976190476190476
7,0.00030674846625766873,0.0025966983642567248,0.004070398334382185,0.0019326402176843677,0.007441592596074383,0.0015960148243005195,0.0,0.0,0.002249393909413183,0.00975254437322697
8,0.006998361831985713,0.005329088496085331,0.005030737670847581,0.017927634683862805,0.005278726405619922,0.011611308228192152,0.0014168906308324003,0.0017012516207907467,0.0,0.007083619253417368
9,0.001181712329902375,0.0014965934840158919,0.0024245033170287376,0.0036400758740545757,0.01305879692658685,0.0011621525079962163,0.0,0.009447842405319066,0.0018655643203476292,0.0
